2,99.998
5,99.98
7,99.88
9,99.82
13,99.70
19,99.58
21,99.54
27,99.48
30,99.45
33,99.43
36,99.41
39,99.37
47,99.31
49,99.30
52,99.24
57,99.22
60,99.20
69,99.14
71,99.13
73,99.11
74,99.10
87,99.01
90,99.00
102,98.82
109,98.73
115,98.67
129,98.57
144,98.47
161,98.38
174,98.28
190,98.11
202,98.04
211,97.98
228,97.81
240,97.71
249,97.64
259,97.56
270,97.45
286,97.33
298,97.23
307,97.16
328,97.01
335,96.96
349,96.86
358,96.77
379,96.63
387,96.59
403,96.47
433,96.34
450,96.24
465,96.15
479,96.09
505,95.93
520,95.86
544,95.75
560,95.64
576,95.56
592,95.48
615,95.34
626,95.27
642,95.15
658,95.05
765,94.50
966,93.50
1164,92.49
1378,91.50
1606,90.49
1860,89.46
2109,88.49
2375,87.49
2664,86.48
2947,85.53
3208,84.53
3498,83.57
3800,82.60
4136,81.40
4471,80.40
4783,79.56
5138,78.49
5509,77.46
5867,76.46
6258,75.53
6635,74.55
7028,73.71
7461,72.66
7937,71.38
8372,70.54
8786,69.55
9226,68.55
9691,67.50
10164,66.50
10656,65.51
11151,64.53
11644,63.56
12171,62.44
12691,61.45
13208,60.28
13729,59.39
14203,58.56
14751,57.51
15330,56.43
15851,55.54
16369,54.46
16918,53.40
17476,52.49
18038,51.57
18559,50.58
19085,49.45
19719,48.51
20282,47.49
20843,46.56
21453,45.43
21977,44.43
22485,43.55
23119,42.44
23683,41.37
24194,40.30
24767,39.50
25393,38.18
25969,37.60
26541,36.31
27060,35.36
27561,34.69
28217,33.40
28807,32.55
29357,31.60
29924,30.60
30505,29.55
31081,28.46
31668,27.27
32219,26.69
32853,25.58
33455,24.24
34001,23.70
34549,22.47
35090,21.55
35724,20.36
36247,19.68
36726,18.51
37240,17.66
37791,16.47
38296,15.62
38841,14.61
39429,13.38
39964,12.50
40473,11.43
41076,10.43
41595,9.50
42119,8.62
42660,7.47
43189,6.52
43724,5.48
44313,4.54
44885,3.47
45478,2.54
46109,1.55
46818,0.53
