26,100.00
65,99.999
79,99.998
104,99.997
130,99.996
154,99.995
163,99.994
184,99.993
207,99.992
225,99.991
247,99.990
355,99.98
542,99.97
695,99.96
855,99.95
1018,99.94
1180,99.93
1349,99.92
1510,99.91
1665,99.90
1813,99.89
1958,99.88
2120,99.87
2285,99.86
2464,99.85
2614,99.84
2748,99.83
2903,99.82
3082,99.81
3243,99.80
3393,99.79
3543,99.78
3711,99.77
3866,99.76
4020,99.75
4173,99.74
4343,99.73
4499,99.72
4671,99.71
4840,99.70
4981,99.69
5119,99.68
5285,99.67
5456,99.66
5614,99.65
5793,99.64
5965,99.63
6138,99.62
6324,99.61
6464,99.60
6605,99.59
6757,99.58
6916,99.57
7083,99.56
7251,99.55
7396,99.54
7522,99.53
7694,99.52
7887,99.51
8035,99.50
8199,99.49
8381,99.48
8520,99.47
8670,99.46
8826,99.45
8992,99.44
9163,99.43
9323,99.42
9467,99.41
9643,99.40
9819,99.39
9942,99.38
10067,99.37
10211,99.36
10420,99.35
10582,99.34
10711,99.33
10878,99.32
11046,99.31
11192,99.30
11359,99.29
11561,99.28
11712,99.27
11853,99.26
11976,99.25
12143,99.24
12321,99.23
12506,99.22
12668,99.21
12806,99.20
12973,99.19
13138,99.18
13291,99.17
13439,99.16
13612,99.15
13775,99.14
13925,99.13
14093,99.12
14235,99.11
14397,99.10
14538,99.09
14677,99.08
14844,99.07
14980,99.06
15126,99.05
15291,99.04
15439,99.03
15583,99.02
15763,99.01
15980,99.00
16862,98.94
18395,98.84
19933,98.75
21478,98.65
23006,98.55
24531,98.44
26152,98.35
27715,98.24
29256,98.14
30827,98.04
32331,97.94
33893,97.85
35441,97.74
36917,97.64
38513,97.54
40055,97.44
41489,97.34
43044,97.24
44546,97.14
46095,97.04
47585,96.95
48935,96.86
50433,96.75
52049,96.64
53625,96.55
55135,96.44
56625,96.33
58244,96.23
59669,96.12
61077,96.04
62633,95.93
64071,95.84
65559,95.73
67049,95.64
68460,95.55
69919,95.46
71467,95.36
73032,95.25
74558,95.15
76043,95.04
84070,94.51
98765,93.50
113277,92.53
128084,91.50
143041,90.48
157605,89.48
172151,88.47
186643,87.50
201252,86.49
216023,85.46
230411,84.49
244657,83.57
259604,82.53
275176,81.41
290083,80.40
304541,79.55
319556,78.49
334738,77.46
349448,76.46
364539,75.52
379128,74.55
393524,73.67
409559,72.57
425546,71.46
440716,70.54
456119,69.55
471672,68.55
487217,67.47
502794,66.46
518224,65.51
533775,64.44
548415,63.56
564314,62.44
580790,61.45
596606,60.28
612416,59.39
626168,58.56
641459,57.51
658067,56.43
673736,55.54
688843,54.46
703492,53.40
718693,52.46
734174,51.46
748235,50.58
762914,49.45
780052,48.51
794263,47.49
808817,46.56
825349,45.41
839322,44.43
852539,43.55
868888,42.44
883922,41.32
896981,40.35
912227,39.50
927893,38.18
941726,37.60
956136,36.43
968898,35.36
981586,34.70
997543,33.40
1011464,32.55
1024300,31.59
1038037,30.60
1051865,29.55
1065775,28.46
1079294,27.27
1091607,26.69
1105521,25.58
1118857,24.30
1131763,23.67
1144534,22.47
1157240,21.55
1171876,20.36
1184269,19.57
1195512,18.45
1207319,17.53
1220102,16.47
1232793,15.54
1244346,14.50
1257635,13.44
1269615,12.50
1280379,11.43
1292830,10.43
1304117,9.49
1315514,8.62
1327488,7.45
1338665,6.40
1350370,5.48
1362059,4.51
1373354,3.44
1384644,2.49
1396363,1.50
1408702,0.48
